record_id,equipment_id,equipment_type,location,visit_date,technician_id,defect_description,true_defect_label,severity,days_to_failure,repair_duration_hrs,downtime_hrs,parts_replaced,data_quality_frequency,data_quality_freshness,data_quality_completeness,data_quality_pertinence,quality_score
WO-00334,EQ-0023,Cooling Tower,Warehouse C,2022-06-01,TECH-014,"Wrong lubricant grade used during last service, compatibility issue",lubrication,Low,82.0,2.3,3.3,Oil filter + 5L oil,0.66,0.4,0.73,0.9,0.648
WO-00335,EQ-0009,Cooling Tower,Plant A - Line 1,2023-01-08,TECH-016,Belt tension incorrect causing vibration and premature wear,vibration,Medium,79.0,8.3,10.8,Impeller,0.59,0.61,0.91,0.66,0.69
WO-00336,EQ-0049,Cooling Tower,Utilities Block,2022-04-12,TECH-001,"Oil seepage observed around pump casing seal, minor pooling on floor",seal_leak,Medium,,13.0,2.0,None - monitoring,0.37,0.85,0.81,0.73,0.696
WO-00337,EQ-0041,Conveyor Belt,Plant A - Line 1,2023-02-27,TECH-013,"Compressor discharge temperature 116°C, intercooler bypass suspected",overheating,High,,10.5,12.4,Bearing 6205-2RS,0.96,0.87,0.75,0.56,0.8
WO-00338,EQ-0043,Air Compressor,Plant A - Line 1,2022-11-22,TECH-005,"O-ring compression set failure, intermittent leak under high pressure. Additionally, motor winding resistance out of tolerance, possible turn-to-turn short",seal_leak,Medium,112.0,4.1,4.4,Capacitor 40µF,0.38,0.75,0.7,0.86,0.667
WO-00339,EQ-0017,Electric Motor,Plant A - Line 2,2023-04-10,TECH-008,Internal corrosion found on heat exchanger tubes during inspection,corrosion,Low,,12.6,3.5,Oil filter + 5L oil,0.44,0.9,0.86,0.88,0.771
WO-00340,EQ-0025,Centrifugal Pump,Plant A - Line 1,2022-11-18,TECH-010,"Corrosion under insulation (CUI) suspected on horizontal pipe section. Additionally, impeller damage suspected, broadband vibration increase 5.3 mm/s",corrosion,Low,,7.5,1.8,Bearing 6205-2RS,0.93,0.8,0.82,0.91,0.86
WO-00341,EQ-0008,Heat Exchanger,Plant A - Line 2,2023-01-09,TECH-003,"Oil analysis shows high iron content 312 ppm, internal wear indicated",lubrication,Low,56.0,1.0,0.2,O-ring set,0.49,0.69,0.98,0.61,0.696
WO-00342,EQ-0036,Gearbox,Plant A - Line 1,2022-11-16,TECH-015,"Motor winding resistance out of tolerance, possible turn-to-turn short",electrical_fault,High,53.0,15.3,11.2,None - monitoring,0.72,0.56,0.66,0.46,0.605
WO-00343,EQ-0025,Centrifugal Pump,Plant A - Line 1,2022-08-07,TECH-013,"Compressor discharge temperature 87°C, intercooler bypass suspected. Additionally, o-ring compression set failure, intermittent leak under high pressure",overheating,High,83.0,14.4,12.1,Oil filter + 5L oil,0.72,0.72,0.55,0.57,0.648
WO-00344,EQ-0039,Hydraulic Press,Plant B - Line 3,2022-05-08,TECH-019,"Automatic lubrication system failed, manual greasing required",lubrication,Low,154.0,5.6,3.2,Bearing 6205-2RS,0.5,0.79,0.93,0.99,0.792
WO-00345,EQ-0030,Gearbox,Plant A - Line 1,2023-02-14,TECH-010,"O-ring compression set failure, intermittent leak under high pressure",seal_leak,Medium,81.0,8.2,0.6,Impeller,0.65,0.78,0.96,0.91,0.818
WO-00346,EQ-0040,Gearbox,Plant A - Line 1,2022-09-23,TECH-010,"Bearing temperature elevated to 68°C during operation, vibration increasing",bearing_wear,Medium,,1.2,0.1,Mechanical seal kit,0.48,0.81,0.9,0.63,0.714
WO-00347,EQ-0045,Heat Exchanger,Utilities Block,2023-05-10,TECH-012,"Bearing temperature elevated to 102°C during operation, vibration increasing",bearing_wear,Medium,68.0,12.4,13.2,Capacitor 40µF,0.88,0.55,0.82,0.91,0.772
WO-00348,EQ-0045,Heat Exchanger,Utilities Block,2022-11-16,TECH-004,"Bearing play exceeding tolerance, axial movement of 0.61mm observed",bearing_wear,Medium,,10.7,13.6,O-ring set,0.45,0.62,0.99,0.92,0.73
WO-00349,EQ-0033,Centrifugal Pump,Warehouse C,2023-01-14,TECH-007,"Seal face wear visible during inspection, scoring on stationary ring. Additionally, chemical attack on pump impeller, material loss estimated 27%",seal_leak,Medium,167.0,6.4,8.9,Oil filter + 5L oil,0.43,0.51,0.64,0.76,0.572
WO-00350,EQ-0034,Air Compressor,Plant B - Line 1,2023-02-19,TECH-009,Electrical cabinet temperature 68°C due to failed ventilation fan,overheating,High,26.0,3.9,4.8,Impeller,0.44,0.87,0.67,0.57,0.652
WO-00351,EQ-0039,Hydraulic Press,Plant B - Line 3,2022-01-18,TECH-006,"Mechanical seal leaking at shaft interface, fluid loss approx 127 ml/hr. Additionally, structural resonance observed at 3000 rpm, bolts found loose on baseplate",seal_leak,Medium,75.0,13.4,10.6,O-ring set,0.84,0.46,0.9,0.6,0.693
WO-00352,EQ-0032,Electric Motor,Plant A - Line 2,2023-10-18,TECH-005,"VFD fault code F85 logged, overcurrent on deceleration",electrical_fault,High,106.0,13.8,13.6,Coupling insert,0.65,0.55,0.87,0.98,0.741
WO-00353,EQ-0024,Heat Exchanger,Warehouse C,2022-10-10,TECH-020,"Mechanical seal leaking at shaft interface, fluid loss approx 75 ml/hr",seal_leak,Medium,11.0,9.5,10.0,Mechanical seal kit,0.6,0.67,0.98,0.88,0.772
WO-00354,EQ-0019,Centrifugal Pump,Plant B - Line 1,2023-07-29,TECH-007,"Unusual noise detected in bearing housing, suspected wear on inner race. Additionally, gearbox oil temperature 102°c, possible cooler blockage",bearing_wear,Medium,23.0,11.6,2.5,None - monitoring,0.71,0.45,0.61,0.68,0.601
WO-00355,EQ-0023,Cooling Tower,Warehouse C,2022-09-14,TECH-010,"Hydraulic fluid leak at cylinder rod seal, 71 ml/hr estimated loss",seal_leak,Medium,142.0,3.6,1.6,Impeller,0.68,0.63,0.94,0.66,0.726
WO-00356,EQ-0009,Cooling Tower,Plant A - Line 1,2022-05-24,TECH-017,Belt tension incorrect causing vibration and premature wear,vibration,Medium,,5.2,1.9,Coupling insert,0.39,0.73,0.78,0.58,0.628
WO-00357,EQ-0049,Cooling Tower,Utilities Block,2023-05-09,TECH-019,Internal corrosion found on heat exchanger tubes during inspection,corrosion,Low,,13.9,2.5,Capacitor 40µF,0.82,0.43,0.6,0.49,0.582
WO-00358,EQ-0048,Cooling Tower,Plant B - Line 3,2023-09-20,TECH-014,"Lubricant contamination detected, water content 24% above limit. Additionally, bearing temperature elevated to 78°c during operation, vibration increasing",lubrication,Low,,13.8,12.8,O-ring set,0.75,0.51,0.91,0.79,0.726
WO-00359,EQ-0011,Cooling Tower,Plant A - Line 1,2022-06-01,TECH-019,Belt tension incorrect causing vibration and premature wear,vibration,Medium,118.0,2.4,1.4,Oil filter + 5L oil,0.32,0.79,0.83,0.67,0.658
WO-00360,EQ-0023,Cooling Tower,Warehouse C,2023-08-13,TECH-009,"Grease nipple blocked, bearing running dry for estimated 13 days. Additionally, corrosion under insulation (cui) suspected on horizontal pipe section",lubrication,Low,,8.4,8.3,O-ring set,0.79,0.75,0.79,0.75,0.77
WO-00361,EQ-0026,Cooling Tower,Warehouse C,2023-01-29,TECH-020,"Unusual noise detected in bearing housing, suspected wear on inner race",bearing_wear,Medium,,7.0,0.7,Oil filter + 5L oil,0.38,0.91,0.54,0.86,0.675
WO-00362,EQ-0039,Hydraulic Press,Plant B - Line 3,2023-06-26,TECH-004,"Excessive vibration on pump casing, amplitude 13.2 mm/s at 1000 RPM",vibration,Medium,,3.5,3.1,Contactor 3RT2,0.32,0.48,0.5,0.86,0.521
WO-00363,EQ-0037,Gearbox,Warehouse C,2022-03-10,TECH-003,"Excessive vibration on pump casing, amplitude 13.7 mm/s at 1000 RPM",vibration,Medium,161.0,6.3,0.7,O-ring set,0.85,0.58,0.56,0.54,0.634
WO-00364,EQ-0039,Hydraulic Press,Plant B - Line 3,2023-02-13,TECH-019,"Excessive vibration on pump casing, amplitude 6.6 mm/s at 750 RPM",vibration,Medium,,9.0,12.0,Impeller,0.96,0.99,0.83,0.42,0.828
WO-00365,EQ-0027,Gearbox,Warehouse C,2023-05-05,TECH-007,"Dynamic seal failure suspected, pressure drop of 8% noted in system. Additionally, cavitation noise and vibration in pump, inlet pressure below npsh",seal_leak,Medium,59.0,0.8,0.1,Capacitor 40µF,0.73,0.63,0.84,0.41,0.664
WO-00366,EQ-0031,Heat Exchanger,Warehouse C,2022-09-01,TECH-018,Grease discolouration and hardening noted around bearing cap,bearing_wear,Medium,151.0,0.7,0.4,Bearing 6205-2RS,0.99,0.41,0.86,0.89,0.764
WO-00367,EQ-0005,Electric Motor,Utilities Block,2022-07-30,TECH-015,"Bearing play exceeding tolerance, axial movement of 0.78mm observed",bearing_wear,Medium,92.0,14.4,18.5,Oil filter + 5L oil,0.96,0.87,0.65,0.79,0.822
WO-00368,EQ-0034,Air Compressor,Plant B - Line 1,2023-01-17,TECH-008,"Oil analysis shows high iron content 206 ppm, internal wear indicated",lubrication,Low,,12.7,0.7,Impeller,0.75,0.67,0.56,0.7,0.668
WO-00369,EQ-0003,Cooling Tower,Plant A - Line 1,2023-06-30,TECH-001,"Lip seal deteriorated, grease escaping from gearbox output shaft",seal_leak,Medium,79.0,1.0,1.1,Coupling insert,0.95,0.94,0.91,0.75,0.897
WO-00370,EQ-0049,Cooling Tower,Utilities Block,2023-06-16,TECH-008,"Bearing vibration amplitude 15.9 mm/s RMS, trending upward over last 6 days",bearing_wear,Medium,98.0,7.7,11.5,O-ring set,0.94,0.57,0.84,0.56,0.728
WO-00371,EQ-0016,Air Compressor,Warehouse C,2022-07-03,TECH-012,"Rust deposits blocking strainer, pressure differential 14 PSI across filter",corrosion,Low,5.0,7.3,5.1,Impeller,0.75,0.73,0.7,0.75,0.731
WO-00372,EQ-0006,Gearbox,Warehouse C,2022-12-28,TECH-003,"Lip seal deteriorated, grease escaping from gearbox output shaft. Additionally, bearing temperature elevated to 108°c during operation, vibration increasing",seal_leak,Medium,12.0,9.8,5.1,Capacitor 40µF,0.61,0.71,0.62,0.6,0.64
WO-00373,EQ-0024,Heat Exchanger,Warehouse C,2023-09-29,TECH-019,Corrosion under insulation (CUI) suspected on horizontal pipe section,corrosion,Low,95.0,1.2,1.7,Bearing 6205-2RS,0.37,0.53,0.66,0.83,0.582
WO-00374,EQ-0048,Cooling Tower,Plant B - Line 3,2023-07-16,TECH-017,"Cavitation noise and vibration in pump, inlet pressure below NPSH",vibration,Medium,,8.9,1.6,Bearing 6205-2RS,0.72,0.8,0.76,0.59,0.728
WO-00375,EQ-0013,Electric Motor,Plant B - Line 1,2023-06-02,TECH-015,"Rust deposits blocking strainer, pressure differential 28 PSI across filter",corrosion,Low,93.0,10.6,9.6,None - monitoring,0.46,0.9,0.99,0.96,0.824
WO-00376,EQ-0016,Air Compressor,Warehouse C,2022-07-04,TECH-009,"Galvanic corrosion at dissimilar metal joint, wall thickness reduced",corrosion,Low,,0.7,0.1,Capacitor 40µF,0.8,0.68,0.55,0.92,0.726
WO-00377,EQ-0028,Air Compressor,Utilities Block,2023-08-29,TECH-003,"Bearing temperature elevated to 69°C during operation, vibration increasing",bearing_wear,Medium,,2.2,2.4,Coupling insert,0.96,0.95,0.82,0.84,0.898
WO-00378,EQ-0028,Air Compressor,Utilities Block,2022-11-23,TECH-007,"Seal face wear visible during inspection, scoring on stationary ring. Additionally, chemical attack on pump impeller, material loss estimated 26%",seal_leak,Medium,,15.3,1.0,None - monitoring,0.66,0.75,0.81,0.46,0.684
WO-00379,EQ-0019,Centrifugal Pump,Plant B - Line 1,2022-06-22,TECH-007,"High-pitched squealing noise from bearing assembly, lubrication appears insufficient",bearing_wear,Medium,11.0,15.4,12.5,Bearing 6205-2RS,0.64,0.89,0.68,0.57,0.711
WO-00380,EQ-0037,Gearbox,Warehouse C,2022-03-22,TECH-006,"Overheating on drive-end bearing, infrared scan shows hot spot at 98°C",overheating,High,,3.9,0.4,Capacitor 40µF,0.53,0.67,0.87,0.8,0.711
WO-00381,EQ-0005,Electric Motor,Utilities Block,2022-08-14,TECH-006,"Contactor pitting observed, intermittent contact causing voltage dips",electrical_fault,High,,4.6,1.0,Impeller,0.5,0.52,0.94,0.97,0.71
WO-00382,EQ-0047,Air Compressor,Utilities Block,2023-11-04,TECH-010,"Insulation resistance measured at 27 MΩ, below 100 MΩ minimum",electrical_fault,High,,14.1,17.8,Impeller,0.64,0.78,0.8,0.73,0.74
WO-00383,EQ-0019,Centrifugal Pump,Plant B - Line 1,2023-05-11,TECH-008,"Unusual noise detected in bearing housing, suspected wear on inner race",bearing_wear,Medium,,13.9,12.5,Bearing 6205-2RS,0.5,0.7,0.94,0.87,0.744
WO-00384,EQ-0004,Electric Motor,Warehouse C,2023-08-10,TECH-004,"Misalignment between motor and gearbox shaft, 8.6 mm/s 2X vibration",vibration,Medium,,8.8,10.3,Coupling insert,0.39,0.72,0.98,0.41,0.64
WO-00385,EQ-0025,Centrifugal Pump,Plant A - Line 1,2022-06-15,TECH-008,"Bearing vibration amplitude 14.3 mm/s RMS, trending upward over last 38 days",bearing_wear,Medium,,5.6,1.8,Bearing 6205-2RS,0.33,0.41,0.97,0.46,0.54
WO-00386,EQ-0026,Cooling Tower,Warehouse C,2022-10-04,TECH-014,"Surface corrosion on pipe flanges, pitting depth approx 0.78mm",corrosion,Low,,1.7,1.3,Bearing 6205-2RS,0.31,0.9,0.8,0.49,0.646
WO-00387,EQ-0048,Cooling Tower,Plant B - Line 3,2022-04-06,TECH-018,"Structural resonance observed at 750 RPM, bolts found loose on baseplate",vibration,Medium,105.0,9.2,6.7,Capacitor 40µF,0.47,0.41,0.75,0.64,0.556
WO-00388,EQ-0024,Heat Exchanger,Warehouse C,2022-04-08,TECH-008,Corrosion under insulation (CUI) suspected on horizontal pipe section,corrosion,Low,54.0,13.9,10.2,Mechanical seal kit,0.4,0.77,0.74,0.83,0.682
WO-00389,EQ-0037,Gearbox,Warehouse C,2023-07-13,TECH-016,"Surface corrosion on pipe flanges, pitting depth approx 1.28mm",corrosion,Low,167.0,4.2,2.9,Capacitor 40µF,0.69,0.84,0.87,0.95,0.832
WO-00390,EQ-0028,Air Compressor,Utilities Block,2023-07-15,TECH-010,"Motor winding resistance out of tolerance, possible turn-to-turn short",electrical_fault,High,3.0,5.1,3.3,Oil filter + 5L oil,0.67,0.77,0.69,0.79,0.729
WO-00391,EQ-0010,Hydraulic Press,Plant A - Line 1,2023-05-01,TECH-001,"Hydraulic fluid leak at cylinder rod seal, 137 ml/hr estimated loss",seal_leak,Medium,107.0,3.3,2.3,Oil filter + 5L oil,0.79,0.52,0.55,0.68,0.627
WO-00392,EQ-0007,Heat Exchanger,Utilities Block,2022-09-18,TECH-005,"Bearing play exceeding tolerance, axial movement of 0.48mm observed",bearing_wear,Medium,165.0,10.7,1.2,Mechanical seal kit,0.81,0.57,0.63,0.46,0.623
WO-00393,EQ-0034,Air Compressor,Plant B - Line 1,2022-05-01,TECH-016,"Impeller damage suspected, broadband vibration increase 14.4 mm/s. Additionally, wrong lubricant grade used during last service, compatibility issue",vibration,Medium,101.0,6.3,3.6,Coupling insert,0.52,0.71,0.77,0.93,0.722
WO-00394,EQ-0014,Cooling Tower,Plant B - Line 1,2022-07-19,TECH-009,"Oil viscosity out of specification, degraded due to thermal cycling. Additionally, gearbox oil temperature 94°c, possible cooler blockage",lubrication,Low,80.0,5.6,7.7,Capacitor 40µF,0.95,0.76,0.52,0.56,0.707
WO-00395,EQ-0031,Heat Exchanger,Warehouse C,2022-07-18,TECH-011,"Electrical cabinet temperature 110°C due to failed ventilation fan. Additionally, metal particles found in oil sample, bearing degradation confirmed",overheating,High,,11.9,5.9,O-ring set,0.93,0.75,0.97,0.71,0.842
WO-00396,EQ-0043,Air Compressor,Plant A - Line 1,2022-01-04,TECH-019,"Gearbox oil temperature 107°C, possible cooler blockage",overheating,High,144.0,5.9,3.0,Mechanical seal kit,0.7,0.68,0.56,0.45,0.609
WO-00397,EQ-0047,Air Compressor,Utilities Block,2022-07-15,TECH-013,"High-pitched squealing noise from bearing assembly, lubrication appears insufficient",bearing_wear,Medium,,11.9,5.5,Oil filter + 5L oil,0.42,0.48,0.66,0.54,0.522
WO-00398,EQ-0013,Electric Motor,Plant B - Line 1,2022-06-24,TECH-007,"Oil seepage observed around pump casing seal, minor pooling on floor",seal_leak,Medium,150.0,6.5,5.2,None - monitoring,0.54,0.89,0.9,0.52,0.731
WO-00399,EQ-0045,Heat Exchanger,Utilities Block,2023-01-02,TECH-015,"Wrong lubricant grade used during last service, compatibility issue. Additionally, contactor pitting observed, intermittent contact causing voltage dips",lubrication,Low,120.0,9.0,10.2,Impeller,0.72,0.82,0.87,0.68,0.78
WO-00400,EQ-0016,Air Compressor,Warehouse C,2022-11-04,TECH-007,"Dynamic seal failure suspected, pressure drop of 19% noted in system",seal_leak,Medium,,15.5,21.9,O-ring set,0.39,0.6,0.98,0.98,0.718
WO-00401,EQ-0020,Electric Motor,Warehouse C,2023-12-03,TECH-004,Internal corrosion found on heat exchanger tubes during inspection,corrosion,Low,96.0,0.6,0.1,Impeller,0.68,0.64,0.61,0.68,0.65
WO-00402,EQ-0025,Centrifugal Pump,Plant A - Line 1,2022-12-22,TECH-006,Corrosion under insulation (CUI) suspected on horizontal pipe section,corrosion,Low,151.0,0.9,1.2,Contactor 3RT2,0.56,0.6,0.91,0.77,0.702
WO-00403,EQ-0049,Cooling Tower,Utilities Block,2023-05-08,TECH-017,"Motor winding temperature reached 106°C, thermal protection triggered",overheating,High,108.0,3.3,2.0,Mechanical seal kit,0.63,0.45,0.84,0.46,0.594
WO-00404,EQ-0026,Cooling Tower,Warehouse C,2023-10-12,TECH-011,"Surface corrosion on pipe flanges, pitting depth approx 0.87mm",corrosion,Low,116.0,8.3,9.7,Capacitor 40µF,0.98,0.47,0.59,0.65,0.664
WO-00405,EQ-0049,Cooling Tower,Utilities Block,2023-04-17,TECH-011,Electrical cabinet temperature 70°C due to failed ventilation fan,overheating,High,154.0,11.1,4.2,Oil filter + 5L oil,0.84,0.41,0.63,0.58,0.606
WO-00406,EQ-0027,Gearbox,Warehouse C,2023-03-18,TECH-020,"High-pitched squealing noise from bearing assembly, lubrication appears insufficient",bearing_wear,Medium,,5.9,4.1,Contactor 3RT2,0.94,0.94,0.97,0.89,0.937
WO-00407,EQ-0037,Gearbox,Warehouse C,2022-02-20,TECH-009,"Motor winding temperature reached 85°C, thermal protection triggered. Additionally, rust deposits blocking strainer, pressure differential 30 psi across filter",overheating,High,122.0,3.8,5.3,O-ring set,0.49,0.8,0.8,0.95,0.752
WO-00408,EQ-0044,Electric Motor,Plant B - Line 1,2022-08-15,TECH-015,"Mechanical seal leaking at shaft interface, fluid loss approx 38 ml/hr",seal_leak,Medium,74.0,11.8,10.8,None - monitoring,0.74,0.6,0.69,0.96,0.73
WO-00409,EQ-0001,Air Compressor,Plant A - Line 1,2022-12-20,TECH-011,"Dynamic seal failure suspected, pressure drop of 39% noted in system",seal_leak,Medium,136.0,6.2,2.7,Impeller,0.77,0.42,0.81,0.5,0.621
WO-00410,EQ-0023,Cooling Tower,Warehouse C,2022-04-24,TECH-013,"Structural resonance observed at 1000 RPM, bolts found loose on baseplate",vibration,Medium,46.0,13.9,16.0,Capacitor 40µF,0.59,0.85,0.71,0.76,0.732
WO-00411,EQ-0021,Gearbox,Plant B - Line 3,2022-06-10,TECH-018,Corrosion under insulation (CUI) suspected on horizontal pipe section,corrosion,Low,,3.3,1.4,Coupling insert,0.83,0.79,0.84,0.46,0.746
WO-00412,EQ-0038,Cooling Tower,Plant A - Line 2,2023-04-29,TECH-020,"Motor winding resistance out of tolerance, possible turn-to-turn short",electrical_fault,High,,15.3,0.5,None - monitoring,0.69,0.92,0.93,0.5,0.781
WO-00413,EQ-0024,Heat Exchanger,Warehouse C,2022-09-05,TECH-004,"Phase imbalance detected, current draw 13% higher on L2",electrical_fault,High,,15.6,11.7,Coupling insert,0.91,0.95,0.62,0.83,0.834
WO-00414,EQ-0005,Electric Motor,Utilities Block,2022-01-25,TECH-002,"Unusual noise detected in bearing housing, suspected wear on inner race",bearing_wear,Medium,16.0,5.0,3.0,Coupling insert,0.58,0.96,0.81,0.66,0.768
WO-00415,EQ-0008,Heat Exchanger,Plant A - Line 2,2023-09-01,TECH-008,"Grease discolouration and hardening noted around bearing cap. Additionally, corrosion under insulation (cui) suspected on horizontal pipe section",bearing_wear,Medium,36.0,2.8,1.2,Coupling insert,0.69,0.83,0.65,0.83,0.75
WO-00416,EQ-0037,Gearbox,Warehouse C,2023-05-12,TECH-016,"Structural resonance observed at 1500 RPM, bolts found loose on baseplate. Additionally, electrical cabinet temperature 97°c due to failed ventilation fan",vibration,Medium,,14.0,10.1,None - monitoring,0.31,0.97,0.67,0.59,0.654
WO-00417,EQ-0015,Conveyor Belt,Plant B - Line 1,2023-01-08,TECH-011,"Metal particles found in oil sample, bearing degradation confirmed",bearing_wear,Medium,,6.7,1.0,Capacitor 40µF,0.35,0.73,0.77,0.84,0.667
WO-00418,EQ-0006,Gearbox,Warehouse C,2022-02-22,TECH-015,"Oil level low in gearbox sight glass, top-up of 3.0L required. Additionally, hydraulic fluid leak at cylinder rod seal, 138 ml/hr estimated loss",lubrication,Low,163.0,1.6,1.1,Mechanical seal kit,0.63,0.46,0.79,0.76,0.645
WO-00419,EQ-0020,Electric Motor,Warehouse C,2022-06-30,TECH-010,"Cavitation noise and vibration in pump, inlet pressure below NPSH",vibration,Medium,124.0,8.5,12.1,Oil filter + 5L oil,0.91,0.55,0.64,0.74,0.7
WO-00420,EQ-0020,Electric Motor,Warehouse C,2023-10-16,TECH-004,"Excessive vibration on pump casing, amplitude 9.8 mm/s at 1500 RPM",vibration,Medium,,13.2,3.8,Contactor 3RT2,0.45,0.7,0.66,0.72,0.632
WO-00421,EQ-0007,Heat Exchanger,Utilities Block,2022-10-03,TECH-010,"VFD fault code F67 logged, overcurrent on deceleration",electrical_fault,High,68.0,7.8,10.0,Coupling insert,0.4,0.6,0.68,0.85,0.62
WO-00422,EQ-0029,Conveyor Belt,Plant A - Line 1,2023-11-09,TECH-011,"Lip seal deteriorated, grease escaping from gearbox output shaft",seal_leak,Medium,,5.1,2.9,None - monitoring,0.85,0.6,0.78,0.52,0.691
WO-00423,EQ-0014,Cooling Tower,Plant B - Line 1,2023-08-24,TECH-018,"Structural resonance observed at 3000 RPM, bolts found loose on baseplate",vibration,Medium,26.0,1.4,0.7,Coupling insert,0.61,0.57,0.74,0.93,0.694
WO-00424,EQ-0005,Electric Motor,Utilities Block,2023-06-28,TECH-003,"O-ring compression set failure, intermittent leak under high pressure",seal_leak,Medium,,11.2,2.4,Coupling insert,0.97,0.62,0.89,0.85,0.821
WO-00425,EQ-0014,Cooling Tower,Plant B - Line 1,2023-07-26,TECH-003,"Bearing play exceeding tolerance, axial movement of 1.21mm observed. Additionally, contactor pitting observed, intermittent contact causing voltage dips",bearing_wear,Medium,,8.7,10.4,Impeller,0.73,1.0,0.88,0.86,0.874
WO-00426,EQ-0028,Air Compressor,Utilities Block,2022-10-28,TECH-014,"Galvanic corrosion at dissimilar metal joint, wall thickness reduced",corrosion,Low,100.0,0.8,0.3,O-ring set,0.48,0.53,0.84,0.6,0.609
WO-00427,EQ-0030,Gearbox,Plant A - Line 1,2022-03-12,TECH-007,"Phase imbalance detected, current draw 17% higher on L2",electrical_fault,High,81.0,14.9,14.7,Oil filter + 5L oil,0.41,0.99,0.62,0.95,0.744
WO-00428,EQ-0050,Electric Motor,Plant A - Line 2,2023-01-04,TECH-001,"Cooling fan obstructed by debris, motor surface temperature 93°C. Additionally, lip seal deteriorated, grease escaping from gearbox output shaft",overheating,High,131.0,2.2,1.5,None - monitoring,0.86,0.64,0.93,0.61,0.762
WO-00429,EQ-0020,Electric Motor,Warehouse C,2023-08-02,TECH-002,"Galvanic corrosion at dissimilar metal joint, wall thickness reduced",corrosion,Low,133.0,2.9,3.0,Bearing 6205-2RS,0.72,0.53,0.87,0.58,0.672
WO-00430,EQ-0040,Gearbox,Plant A - Line 1,2022-09-29,TECH-001,"Cooling fan obstructed by debris, motor surface temperature 91°C",overheating,High,,0.9,0.0,Impeller,0.32,0.92,0.96,0.43,0.682
WO-00431,EQ-0025,Centrifugal Pump,Plant A - Line 1,2023-10-15,TECH-005,Corrosion under insulation (CUI) suspected on horizontal pipe section,corrosion,Low,122.0,7.8,10.6,Coupling insert,0.76,0.62,0.81,0.83,0.744
WO-00432,EQ-0031,Heat Exchanger,Warehouse C,2022-07-09,TECH-015,"Impeller damage suspected, broadband vibration increase 4.0 mm/s",vibration,Medium,,5.2,5.5,Capacitor 40µF,0.66,0.99,0.63,0.94,0.807
WO-00433,EQ-0021,Gearbox,Plant B - Line 3,2023-08-09,TECH-019,Electrical cabinet temperature 74°C due to failed ventilation fan,overheating,High,89.0,3.4,4.4,None - monitoring,0.62,0.53,0.81,0.73,0.662
WO-00434,EQ-0008,Heat Exchanger,Plant A - Line 2,2023-03-13,TECH-008,"Earth leakage current 46.2mA detected, isolation check required",electrical_fault,High,,15.5,2.9,Impeller,0.88,0.47,0.86,0.48,0.672
WO-00435,EQ-0023,Cooling Tower,Warehouse C,2023-07-31,TECH-012,"Seal face wear visible during inspection, scoring on stationary ring",seal_leak,Medium,,8.6,10.3,Capacitor 40µF,0.46,0.97,0.77,0.62,0.722
WO-00436,EQ-0007,Heat Exchanger,Utilities Block,2023-05-03,TECH-003,"Earth leakage current 8.7mA detected, isolation check required",electrical_fault,High,35.0,11.7,5.3,Oil filter + 5L oil,0.8,0.8,0.6,0.84,0.758
WO-00437,EQ-0039,Hydraulic Press,Plant B - Line 3,2022-10-10,TECH-005,"Oil level low in gearbox sight glass, top-up of 0.8L required",lubrication,Low,103.0,2.4,2.7,Contactor 3RT2,0.61,0.8,0.88,0.41,0.694
WO-00438,EQ-0008,Heat Exchanger,Plant A - Line 2,2022-02-11,TECH-019,"Cavitation noise and vibration in pump, inlet pressure below NPSH",vibration,Medium,66.0,2.2,1.5,O-ring set,0.91,0.81,0.9,0.86,0.868
WO-00439,EQ-0015,Conveyor Belt,Plant B - Line 1,2022-12-03,TECH-004,"Excessive vibration on pump casing, amplitude 11.6 mm/s at 1500 RPM",vibration,Medium,65.0,15.7,2.0,Impeller,0.47,0.7,0.8,0.8,0.688
WO-00440,EQ-0007,Heat Exchanger,Utilities Block,2022-09-02,TECH-013,"Automatic lubrication system failed, manual greasing required",lubrication,Low,173.0,11.5,10.4,Bearing 6205-2RS,0.54,0.87,0.93,0.74,0.777
WO-00441,EQ-0034,Air Compressor,Plant B - Line 1,2023-04-13,TECH-012,"Bearing play exceeding tolerance, axial movement of 2.03mm observed",bearing_wear,Medium,,4.4,5.4,Coupling insert,0.98,0.55,0.72,0.43,0.676
WO-00442,EQ-0030,Gearbox,Plant A - Line 1,2022-08-22,TECH-013,"Earth leakage current 31.1mA detected, isolation check required",electrical_fault,High,79.0,2.1,2.3,Coupling insert,0.74,0.78,0.88,0.52,0.743
WO-00443,EQ-0046,Electric Motor,Plant B - Line 3,2023-07-06,TECH-003,"Misalignment between motor and gearbox shaft, 7.8 mm/s 2X vibration",vibration,Medium,159.0,11.3,3.4,None - monitoring,0.9,0.49,0.67,0.61,0.662
WO-00444,EQ-0009,Cooling Tower,Plant A - Line 1,2023-07-19,TECH-017,"Oil level low in gearbox sight glass, top-up of 5.0L required. Additionally, o-ring compression set failure, intermittent leak under high pressure",lubrication,Low,,3.5,1.0,None - monitoring,0.74,0.93,0.99,0.85,0.882
WO-00445,EQ-0046,Electric Motor,Plant B - Line 3,2022-04-09,TECH-016,"Rust deposits blocking strainer, pressure differential 27 PSI across filter",corrosion,Low,,12.7,9.7,Capacitor 40µF,0.52,0.88,0.8,0.83,0.76
