record_id,equipment_id,equipment_type,location,visit_date,defect_description,true_defect_label,cluster,defect_cluster_name,severity,days_to_failure,repair_duration_hrs,downtime_hrs,parts_replaced,quality_score,data_quality_frequency,data_quality_freshness,data_quality_completeness,data_quality_pertinence
WO-00602,EQ-0007,Heat Exchanger,Utilities Block,2022-02-18,"Misalignment between motor and gearbox shaft, 2.9 mm/s 2X vibration",vibration,2,Mechanical Seal Leak,Medium,97.0,16.0,16.4,Capacitor 40µF,0.678,0.73,0.66,0.71,0.6
WO-00603,EQ-0028,Air Compressor,Utilities Block,2022-07-16,"Mechanical seal leaking at shaft interface, fluid loss approx 98 ml/hr",seal_leak,1,Vibration & Imbalance,Medium,,13.0,0.6,Contactor 3RT2,0.822,0.9,0.62,0.9,0.93
WO-00604,EQ-0009,Cooling Tower,Plant A - Line 1,2022-05-02,"Lubricant contamination detected, water content 30% above limit",lubrication,6,Corrosion & Erosion,Low,76.0,3.3,3.8,None - monitoring,0.778,0.98,0.69,0.83,0.59
WO-00605,EQ-0009,Cooling Tower,Plant A - Line 1,2022-01-07,"Chemical attack on pump impeller, material loss estimated 11%",corrosion,8,Cluster 8,Low,,15.7,0.4,Capacitor 40µF,0.79,0.99,0.69,0.75,0.74
WO-00606,EQ-0013,Electric Motor,Plant B - Line 1,2023-07-22,"Lubricant contamination detected, water content 22% above limit. Additionally, surface corrosion on pipe flanges, pitting depth approx 0.23mm",lubrication,10,Cluster 10,Low,163.0,3.1,4.6,O-ring set,0.636,0.52,0.47,0.78,0.85
WO-00607,EQ-0033,Centrifugal Pump,Warehouse C,2022-03-20,"Dynamic seal failure suspected, pressure drop of 7% noted in system",seal_leak,7,Cluster 7,Medium,50.0,2.9,3.1,Oil filter + 5L oil,0.856,0.84,0.77,0.87,0.99
WO-00608,EQ-0044,Electric Motor,Plant B - Line 1,2022-02-12,"Oil viscosity out of specification, degraded due to thermal cycling. Additionally, wrong lubricant grade used during last service, compatibility issue",lubrication,6,Corrosion & Erosion,Low,163.0,3.5,2.0,Coupling insert,0.706,0.8,0.7,0.57,0.77
WO-00609,EQ-0015,Conveyor Belt,Plant B - Line 1,2023-09-27,"Oil seepage observed around pump casing seal, minor pooling on floor. Additionally, misalignment between motor and gearbox shaft, 6.1 mm/s 2x vibration",seal_leak,9,Cluster 9,Medium,142.0,2.2,2.1,Contactor 3RT2,0.717,0.75,0.47,0.77,0.98
WO-00610,EQ-0033,Centrifugal Pump,Warehouse C,2022-11-19,"Capacitor bank showing reduced capacitance, power factor 0.64 below target",electrical_fault,2,Mechanical Seal Leak,High,180.0,2.6,1.9,Impeller,0.693,0.78,0.55,0.62,0.89
WO-00611,EQ-0047,Air Compressor,Utilities Block,2022-06-04,"Wrong lubricant grade used during last service, compatibility issue",lubrication,6,Corrosion & Erosion,Low,,15.8,15.6,Bearing 6205-2RS,0.8,0.57,0.89,0.97,0.74
WO-00612,EQ-0012,Conveyor Belt,Warehouse C,2023-01-31,"Cavitation noise and vibration in pump, inlet pressure below NPSH",vibration,4,Lubrication Issue,Medium,98.0,2.3,3.1,Capacitor 40µF,0.787,0.94,0.81,0.86,0.47
WO-00613,EQ-0036,Gearbox,Plant A - Line 1,2022-02-05,"High-pitched squealing noise from bearing assembly, lubrication appears insufficient. Additionally, misalignment between motor and gearbox shaft, 14.3 mm/s 2x vibration",bearing_wear,12,Cluster 12,Medium,5.0,7.6,8.6,Bearing 6205-2RS,0.843,0.56,0.89,0.97,0.97
WO-00614,EQ-0038,Cooling Tower,Plant A - Line 2,2023-06-20,"Gearbox oil temperature 69°C, possible cooler blockage. Additionally, bearing vibration amplitude 17.1 mm/s rms, trending upward over last 21 days",overheating,3,Overheating,High,,6.2,5.2,None - monitoring,0.624,0.59,0.52,0.78,0.63
WO-00615,EQ-0047,Air Compressor,Utilities Block,2023-11-08,"Cavitation noise and vibration in pump, inlet pressure below NPSH",vibration,4,Lubrication Issue,Medium,,12.6,1.4,Coupling insert,0.765,0.86,0.66,0.68,0.91
WO-00616,EQ-0037,Gearbox,Warehouse C,2023-01-25,"Overheating on drive-end bearing, infrared scan shows hot spot at 66°C",overheating,11,Cluster 11,High,21.0,9.1,0.1,Coupling insert,0.872,0.95,0.96,0.89,0.62
WO-00617,EQ-0033,Centrifugal Pump,Warehouse C,2023-07-19,"Mechanical seal leaking at shaft interface, fluid loss approx 176 ml/hr",seal_leak,1,Vibration & Imbalance,Medium,24.0,9.9,8.8,None - monitoring,0.61,0.49,0.5,0.8,0.69
WO-00618,EQ-0033,Centrifugal Pump,Warehouse C,2022-11-23,"Structural resonance observed at 1450 RPM, bolts found loose on baseplate",vibration,2,Mechanical Seal Leak,Medium,130.0,2.5,3.2,O-ring set,0.804,0.89,0.62,0.92,0.83
WO-00619,EQ-0002,Heat Exchanger,Utilities Block,2023-09-18,"Oil level low in gearbox sight glass, top-up of 2.8L required",lubrication,2,Mechanical Seal Leak,Low,72.0,0.6,0.1,Capacitor 40µF,0.674,0.43,0.81,0.86,0.54
WO-00620,EQ-0009,Cooling Tower,Plant A - Line 1,2022-01-02,"Oil level low in gearbox sight glass, top-up of 0.9L required",lubrication,2,Mechanical Seal Leak,Low,,13.6,18.1,Mechanical seal kit,0.632,0.52,0.66,0.87,0.43
WO-00621,EQ-0024,Heat Exchanger,Warehouse C,2022-09-20,"O-ring compression set failure, intermittent leak under high pressure",seal_leak,7,Cluster 7,Medium,,13.4,13.1,Oil filter + 5L oil,0.693,0.69,0.6,0.65,0.89
WO-00622,EQ-0010,Hydraulic Press,Plant A - Line 1,2022-06-07,"Chemical attack on pump impeller, material loss estimated 27%. Additionally, capacitor bank showing reduced capacitance, power factor 0.79 below target",corrosion,2,Mechanical Seal Leak,Low,144.0,10.8,6.5,Mechanical seal kit,0.753,0.63,0.58,0.99,0.87
WO-00623,EQ-0047,Air Compressor,Utilities Block,2023-08-26,"Heat exchanger fouling reducing efficiency, outlet temp 98°C above setpoint",overheating,8,Cluster 8,High,65.0,14.3,20.0,Contactor 3RT2,0.737,0.68,0.98,0.66,0.54
WO-00624,EQ-0041,Conveyor Belt,Plant A - Line 1,2023-01-08,"Oil analysis shows high iron content 279 ppm, internal wear indicated",lubrication,11,Cluster 11,Low,,3.0,2.5,Bearing 6205-2RS,0.662,0.68,0.6,0.88,0.46
WO-00625,EQ-0032,Electric Motor,Plant A - Line 2,2022-10-02,"Misalignment between motor and gearbox shaft, 17.8 mm/s 2X vibration. Additionally, gearbox oil temperature 83°c, possible cooler blockage",vibration,2,Mechanical Seal Leak,Medium,,1.8,0.5,Mechanical seal kit,0.757,0.77,0.51,0.95,0.87
WO-00626,EQ-0037,Gearbox,Warehouse C,2023-03-27,"Motor winding temperature reached 65°C, thermal protection triggered",overheating,2,Mechanical Seal Leak,High,,10.1,0.5,Bearing 6205-2RS,0.836,0.97,0.7,0.88,0.82
WO-00627,EQ-0009,Cooling Tower,Plant A - Line 1,2022-08-10,"Compressor discharge temperature 68°C, intercooler bypass suspected",overheating,2,Mechanical Seal Leak,High,,12.5,0.2,Mechanical seal kit,0.686,0.3,0.61,0.97,0.93
WO-00628,EQ-0028,Air Compressor,Utilities Block,2023-01-03,"Metal particles found in oil sample, bearing degradation confirmed",bearing_wear,11,Cluster 11,Medium,63.0,14.6,15.0,O-ring set,0.53,0.33,0.63,0.52,0.64
WO-00629,EQ-0032,Electric Motor,Plant A - Line 2,2023-12-13,"Cavitation noise and vibration in pump, inlet pressure below NPSH",vibration,4,Lubrication Issue,Medium,,11.6,16.6,Oil filter + 5L oil,0.805,0.51,0.82,0.99,0.92
WO-00630,EQ-0002,Heat Exchanger,Utilities Block,2022-09-19,"Bearing play exceeding tolerance, axial movement of 1.0mm observed",bearing_wear,11,Cluster 11,Medium,101.0,3.3,0.5,Oil filter + 5L oil,0.581,0.43,0.44,0.59,0.97
WO-00631,EQ-0045,Heat Exchanger,Utilities Block,2023-11-26,"Internal corrosion found on heat exchanger tubes during inspection. Additionally, wrong lubricant grade used during last service, compatibility issue",corrosion,6,Corrosion & Erosion,Low,117.0,5.7,7.5,Capacitor 40µF,0.744,0.85,0.73,0.66,0.74
WO-00632,EQ-0012,Conveyor Belt,Warehouse C,2022-07-13,"Metal particles found in oil sample, bearing degradation confirmed. Additionally, heat exchanger fouling reducing efficiency, outlet temp 98°c above setpoint",bearing_wear,8,Cluster 8,Medium,44.0,2.0,2.4,Mechanical seal kit,0.787,0.55,0.95,0.89,0.71
WO-00633,EQ-0032,Electric Motor,Plant A - Line 2,2023-04-20,"Earth leakage current 32.9mA detected, isolation check required",electrical_fault,5,Electrical Fault,High,,7.8,8.2,None - monitoring,0.634,0.69,0.43,0.53,1.0
WO-00634,EQ-0022,Heat Exchanger,Plant A - Line 2,2022-11-15,"Grease nipple blocked, bearing running dry for estimated 16 days",lubrication,2,Mechanical Seal Leak,Low,,10.7,16.0,O-ring set,0.636,0.81,0.69,0.5,0.51
WO-00635,EQ-0014,Cooling Tower,Plant B - Line 1,2023-06-22,"Cavitation noise and vibration in pump, inlet pressure below NPSH",vibration,4,Lubrication Issue,Medium,,1.5,2.2,Contactor 3RT2,0.823,0.79,0.8,0.87,0.84
WO-00636,EQ-0009,Cooling Tower,Plant A - Line 1,2022-02-12,"Bearing temperature elevated to 68°C during operation, vibration increasing",bearing_wear,2,Mechanical Seal Leak,Medium,,12.3,9.3,Coupling insert,0.677,0.92,0.64,0.7,0.4
WO-00637,EQ-0004,Electric Motor,Warehouse C,2023-09-05,"O-ring compression set failure, intermittent leak under high pressure",seal_leak,7,Cluster 7,Medium,175.0,14.2,14.6,Impeller,0.728,0.51,0.92,0.52,0.97
WO-00638,EQ-0038,Cooling Tower,Plant A - Line 2,2022-05-02,"VFD fault code F20 logged, overcurrent on deceleration",electrical_fault,7,Cluster 7,High,4.0,8.3,4.6,Coupling insert,0.813,0.98,0.65,0.98,0.64
WO-00639,EQ-0049,Cooling Tower,Utilities Block,2022-05-13,"Oil level low in gearbox sight glass, top-up of 1.9L required. Additionally, structural resonance observed at 3000 rpm, bolts found loose on baseplate",lubrication,2,Mechanical Seal Leak,Low,,6.5,4.2,Mechanical seal kit,0.557,0.51,0.49,0.61,0.65
WO-00640,EQ-0009,Cooling Tower,Plant A - Line 1,2023-12-05,"Oil viscosity out of specification, degraded due to thermal cycling",lubrication,9,Cluster 9,Low,,12.0,16.7,Contactor 3RT2,0.858,0.81,0.94,0.86,0.79
WO-00641,EQ-0037,Gearbox,Warehouse C,2022-07-27,"Contactor pitting observed, intermittent contact causing voltage dips",electrical_fault,0,Bearing Wear & Noise,High,,1.0,1.0,Mechanical seal kit,0.731,0.79,0.62,0.83,0.7
WO-00642,EQ-0002,Heat Exchanger,Utilities Block,2023-10-13,Electrical cabinet temperature 82°C due to failed ventilation fan,overheating,2,Mechanical Seal Leak,High,52.0,6.1,2.2,Impeller,0.756,0.99,0.56,0.69,0.84
WO-00643,EQ-0050,Electric Motor,Plant A - Line 2,2022-11-10,"Impeller damage suspected, broadband vibration increase 16.5 mm/s",vibration,3,Overheating,Medium,88.0,3.4,2.0,Coupling insert,0.687,0.85,0.62,0.69,0.58
WO-00644,EQ-0029,Conveyor Belt,Plant A - Line 1,2022-02-23,Grease discolouration and hardening noted around bearing cap,bearing_wear,2,Mechanical Seal Leak,Medium,,15.3,14.9,Contactor 3RT2,0.82,0.47,0.94,0.97,0.89
WO-00645,EQ-0020,Electric Motor,Warehouse C,2023-05-23,"Rust deposits blocking strainer, pressure differential 5 PSI across filter",corrosion,4,Lubrication Issue,Low,,13.2,18.2,Mechanical seal kit,0.712,0.36,0.84,0.72,0.95
WO-00646,EQ-0036,Gearbox,Plant A - Line 1,2023-08-15,"Oil seepage observed around pump casing seal, minor pooling on floor. Additionally, hydraulic fluid leak at cylinder rod seal, 182 ml/hr estimated loss",seal_leak,9,Cluster 9,Medium,175.0,5.5,1.6,Bearing 6205-2RS,0.671,0.38,0.95,0.82,0.43
WO-00647,EQ-0049,Cooling Tower,Utilities Block,2023-11-30,"Misalignment between motor and gearbox shaft, 9.0 mm/s 2X vibration",vibration,2,Mechanical Seal Leak,Medium,33.0,1.5,0.4,Contactor 3RT2,0.58,0.38,0.42,0.65,0.98
WO-00648,EQ-0045,Heat Exchanger,Utilities Block,2023-06-15,"Coating failure on tank exterior, rust streaks visible below insulation",corrosion,7,Cluster 7,Low,,3.2,3.5,O-ring set,0.704,0.7,0.78,0.74,0.55
WO-00649,EQ-0009,Cooling Tower,Plant A - Line 1,2023-09-15,"VFD fault code F57 logged, overcurrent on deceleration",electrical_fault,7,Cluster 7,High,74.0,6.1,4.3,Coupling insert,0.594,0.46,0.54,0.71,0.7
WO-00650,EQ-0003,Cooling Tower,Plant A - Line 1,2023-05-20,"Motor winding temperature reached 68°C, thermal protection triggered. Additionally, unusual noise detected in bearing housing, suspected wear on inner race",overheating,5,Electrical Fault,High,,13.5,8.8,Capacitor 40µF,0.789,0.9,0.87,0.74,0.59
WO-00651,EQ-0049,Cooling Tower,Utilities Block,2023-08-03,"Oil seepage observed around pump casing seal, minor pooling on floor",seal_leak,9,Cluster 9,Medium,171.0,15.9,15.1,O-ring set,0.62,0.81,0.61,0.53,0.51
WO-00652,EQ-0040,Gearbox,Plant A - Line 1,2022-04-18,"Oil analysis shows high iron content 253 ppm, internal wear indicated",lubrication,11,Cluster 11,Low,,0.6,0.6,Capacitor 40µF,0.824,0.96,0.86,0.83,0.59
WO-00653,EQ-0001,Air Compressor,Plant A - Line 1,2023-08-03,"Oil level low in gearbox sight glass, top-up of 2.1L required. Additionally, rust deposits blocking strainer, pressure differential 28 psi across filter",lubrication,4,Lubrication Issue,Low,,10.9,5.4,Bearing 6205-2RS,0.738,0.7,0.8,0.79,0.63
WO-00654,EQ-0014,Cooling Tower,Plant B - Line 1,2023-05-24,"Structural resonance observed at 1000 RPM, bolts found loose on baseplate",vibration,2,Mechanical Seal Leak,Medium,170.0,1.9,0.9,Contactor 3RT2,0.776,0.83,0.66,0.97,0.64
WO-00655,EQ-0035,Electric Motor,Warehouse C,2023-10-09,"Structural resonance observed at 1000 RPM, bolts found loose on baseplate. Additionally, belt tension incorrect causing vibration and premature wear",vibration,0,Bearing Wear & Noise,Medium,,14.5,15.2,Contactor 3RT2,0.573,0.38,0.46,0.88,0.6
WO-00656,EQ-0013,Electric Motor,Plant B - Line 1,2023-01-23,"Metal particles found in oil sample, bearing degradation confirmed",bearing_wear,11,Cluster 11,Medium,73.0,9.2,6.3,Impeller,0.542,0.3,0.43,0.57,0.98
WO-00657,EQ-0030,Gearbox,Plant A - Line 1,2023-12-09,"Heat exchanger fouling reducing efficiency, outlet temp 99°C above setpoint",overheating,8,Cluster 8,High,,4.5,2.2,None - monitoring,0.551,0.47,0.59,0.61,0.52
WO-00658,EQ-0038,Cooling Tower,Plant A - Line 2,2023-12-13,"Contactor pitting observed, intermittent contact causing voltage dips",electrical_fault,0,Bearing Wear & Noise,High,120.0,11.6,3.1,Mechanical seal kit,0.534,0.41,0.5,0.71,0.52
WO-00659,EQ-0020,Electric Motor,Warehouse C,2022-12-05,"Mechanical seal leaking at shaft interface, fluid loss approx 163 ml/hr",seal_leak,1,Vibration & Imbalance,Medium,,14.1,19.9,Contactor 3RT2,0.618,0.52,0.55,0.54,0.94
WO-00660,EQ-0040,Gearbox,Plant A - Line 1,2023-11-05,"Metal particles found in oil sample, bearing degradation confirmed",bearing_wear,11,Cluster 11,Medium,,3.2,1.1,Coupling insert,0.688,0.65,0.48,0.86,0.83
WO-00661,EQ-0014,Cooling Tower,Plant B - Line 1,2022-04-28,"Oil viscosity out of specification, degraded due to thermal cycling",lubrication,9,Cluster 9,Low,,12.3,8.8,Capacitor 40µF,0.648,0.54,0.57,0.85,0.65
WO-00662,EQ-0022,Heat Exchanger,Plant A - Line 2,2022-02-25,"Cavitation noise and vibration in pump, inlet pressure below NPSH",vibration,4,Lubrication Issue,Medium,,2.7,3.0,Mechanical seal kit,0.594,0.4,0.47,0.87,0.68
WO-00663,EQ-0026,Cooling Tower,Warehouse C,2022-10-31,"Wrong lubricant grade used during last service, compatibility issue. Additionally, rust deposits blocking strainer, pressure differential 16 psi across filter",lubrication,6,Corrosion & Erosion,Low,,3.5,2.1,Bearing 6205-2RS,0.666,0.9,0.52,0.73,0.51
WO-00664,EQ-0027,Gearbox,Warehouse C,2023-08-20,"Mechanical seal leaking at shaft interface, fluid loss approx 111 ml/hr",seal_leak,1,Vibration & Imbalance,Medium,,2.9,3.5,Impeller,0.608,0.61,0.57,0.73,0.51
WO-00665,EQ-0003,Cooling Tower,Plant A - Line 1,2022-06-13,"O-ring compression set failure, intermittent leak under high pressure",seal_leak,7,Cluster 7,Medium,35.0,8.6,2.0,Bearing 6205-2RS,0.617,0.4,0.48,0.7,0.99
WO-00666,EQ-0014,Cooling Tower,Plant B - Line 1,2023-03-25,"Mechanical seal leaking at shaft interface, fluid loss approx 124 ml/hr",seal_leak,1,Vibration & Imbalance,Medium,,2.7,1.9,Coupling insert,0.708,0.83,0.59,0.95,0.43
WO-00667,EQ-0018,Electric Motor,Utilities Block,2023-04-15,"Unbalance detected on rotating assembly, vibration 16.5 mm/s 1X component",vibration,3,Overheating,Medium,149.0,13.0,15.5,Mechanical seal kit,0.626,0.62,0.5,0.58,0.88
WO-00668,EQ-0019,Centrifugal Pump,Plant B - Line 1,2022-09-24,"High-pitched squealing noise from bearing assembly, lubrication appears insufficient",bearing_wear,12,Cluster 12,Medium,160.0,12.7,11.4,Oil filter + 5L oil,0.608,0.34,0.62,0.77,0.72
WO-00669,EQ-0029,Conveyor Belt,Plant A - Line 1,2023-12-31,"Bearing vibration amplitude 7.4 mm/s RMS, trending upward over last 7 days",bearing_wear,3,Overheating,Medium,130.0,11.7,2.6,Impeller,0.66,0.47,0.51,0.79,0.96
WO-00670,EQ-0012,Conveyor Belt,Warehouse C,2022-03-17,"Unusual noise detected in bearing housing, suspected wear on inner race",bearing_wear,5,Electrical Fault,Medium,13.0,13.9,10.1,Contactor 3RT2,0.714,0.72,0.61,0.79,0.77
WO-00671,EQ-0017,Electric Motor,Plant A - Line 2,2022-07-06,"Phase imbalance detected, current draw 11% higher on L2",electrical_fault,5,Electrical Fault,High,93.0,13.8,3.1,None - monitoring,0.67,0.42,0.81,0.84,0.56
WO-00672,EQ-0042,Electric Motor,Plant A - Line 1,2023-09-06,"Cooling fan obstructed by debris, motor surface temperature 77°C",overheating,2,Mechanical Seal Leak,High,85.0,0.7,0.5,Bearing 6205-2RS,0.768,0.9,0.77,0.69,0.7
WO-00673,EQ-0023,Cooling Tower,Warehouse C,2022-11-21,Grease discolouration and hardening noted around bearing cap,bearing_wear,2,Mechanical Seal Leak,Medium,69.0,3.4,4.7,Coupling insert,0.633,0.86,0.5,0.68,0.49
WO-00674,EQ-0027,Gearbox,Warehouse C,2023-02-25,"Bearing play exceeding tolerance, axial movement of 1.4mm observed",bearing_wear,11,Cluster 11,Medium,39.0,9.7,4.6,None - monitoring,0.666,0.46,0.55,0.83,0.89
WO-00675,EQ-0042,Electric Motor,Plant A - Line 1,2022-07-19,"Gearbox oil temperature 104°C, possible cooler blockage",overheating,2,Mechanical Seal Leak,High,28.0,4.0,3.2,Bearing 6205-2RS,0.735,0.49,0.72,0.93,0.82
WO-00676,EQ-0011,Cooling Tower,Plant A - Line 1,2023-03-04,"Bearing vibration amplitude 4.4 mm/s RMS, trending upward over last 14 days",bearing_wear,3,Overheating,Medium,103.0,5.1,0.1,Mechanical seal kit,0.654,0.67,0.56,0.77,0.63
WO-00677,EQ-0020,Electric Motor,Warehouse C,2023-10-16,"Coating failure on tank exterior, rust streaks visible below insulation",corrosion,7,Cluster 7,Low,103.0,12.1,14.1,None - monitoring,0.663,0.81,0.53,0.83,0.47
WO-00678,EQ-0010,Hydraulic Press,Plant A - Line 1,2023-06-08,"Motor winding resistance out of tolerance, possible turn-to-turn short",electrical_fault,11,Cluster 11,High,,9.3,12.0,Mechanical seal kit,0.706,0.63,0.77,0.58,0.86
WO-00679,EQ-0038,Cooling Tower,Plant A - Line 2,2022-06-22,"Cavitation noise and vibration in pump, inlet pressure below NPSH",vibration,4,Lubrication Issue,Medium,,1.5,0.8,O-ring set,0.685,0.68,0.52,0.7,0.92
WO-00680,EQ-0001,Air Compressor,Plant A - Line 1,2023-09-19,"Mechanical seal leaking at shaft interface, fluid loss approx 65 ml/hr",seal_leak,1,Vibration & Imbalance,Medium,116.0,6.7,7.0,Impeller,0.83,0.83,0.96,0.93,0.51
WO-00682,EQ-0011,Cooling Tower,Plant A - Line 1,2023-12-19,"Oil seepage observed around pump casing seal, minor pooling on floor",seal_leak,9,Cluster 9,Medium,124.0,8.1,1.2,None - monitoring,0.784,0.83,0.83,0.91,0.5
WO-00683,EQ-0041,Conveyor Belt,Plant A - Line 1,2022-12-27,"Wrong lubricant grade used during last service, compatibility issue",lubrication,6,Corrosion & Erosion,Low,,7.0,9.0,Capacitor 40µF,0.734,0.78,0.61,0.75,0.84
WO-00684,EQ-0002,Heat Exchanger,Utilities Block,2022-11-12,"Automatic lubrication system failed, manual greasing required",lubrication,12,Cluster 12,Low,,9.7,13.0,Coupling insert,0.726,0.53,0.76,0.84,0.78
WO-00685,EQ-0001,Air Compressor,Plant A - Line 1,2023-03-25,Corrosion under insulation (CUI) suspected on horizontal pipe section,corrosion,10,Cluster 10,Low,102.0,8.0,6.7,Impeller,0.65,0.51,0.81,0.63,0.61
WO-00686,EQ-0040,Gearbox,Plant A - Line 1,2023-08-19,"Oil analysis shows high iron content 372 ppm, internal wear indicated",lubrication,11,Cluster 11,Low,137.0,2.2,1.3,Capacitor 40µF,0.528,0.32,0.57,0.5,0.76
WO-00687,EQ-0043,Air Compressor,Plant A - Line 1,2022-01-19,"Impeller damage suspected, broadband vibration increase 7.2 mm/s",vibration,3,Overheating,Medium,,3.3,2.6,Coupling insert,0.734,0.66,0.86,0.5,0.93
WO-00688,EQ-0037,Gearbox,Warehouse C,2022-08-31,"Impeller damage suspected, broadband vibration increase 7.3 mm/s",vibration,3,Overheating,Medium,115.0,12.7,17.4,Bearing 6205-2RS,0.742,0.45,0.81,0.86,0.86
WO-00689,EQ-0026,Cooling Tower,Warehouse C,2022-10-29,Grease discolouration and hardening noted around bearing cap,bearing_wear,2,Mechanical Seal Leak,Medium,146.0,1.3,1.5,Mechanical seal kit,0.728,0.67,0.5,0.94,0.88
WO-00690,EQ-0002,Heat Exchanger,Utilities Block,2022-10-08,Grease discolouration and hardening noted around bearing cap,bearing_wear,2,Mechanical Seal Leak,Medium,,15.3,12.8,Coupling insert,0.739,0.42,0.96,0.69,0.87
WO-00691,EQ-0009,Cooling Tower,Plant A - Line 1,2023-10-26,"High-pitched squealing noise from bearing assembly, lubrication appears insufficient",bearing_wear,12,Cluster 12,Medium,,7.3,0.3,Oil filter + 5L oil,0.704,0.64,0.63,0.77,0.81
WO-00692,EQ-0021,Gearbox,Plant B - Line 3,2022-06-20,"Cooling fan obstructed by debris, motor surface temperature 103°C",overheating,2,Mechanical Seal Leak,High,,13.9,12.4,Contactor 3RT2,0.819,0.58,0.8,0.97,0.96
WO-00693,EQ-0005,Electric Motor,Utilities Block,2023-12-31,"Automatic lubrication system failed, manual greasing required",lubrication,12,Cluster 12,Low,,9.1,2.3,Oil filter + 5L oil,0.704,0.42,0.91,0.57,0.92
WO-00694,EQ-0007,Heat Exchanger,Utilities Block,2022-11-11,"Compressor discharge temperature 85°C, intercooler bypass suspected",overheating,2,Mechanical Seal Leak,High,59.0,12.4,11.9,O-ring set,0.803,0.51,0.92,0.87,0.91
WO-00695,EQ-0019,Centrifugal Pump,Plant B - Line 1,2022-02-01,Grease discolouration and hardening noted around bearing cap,bearing_wear,2,Mechanical Seal Leak,Medium,32.0,8.7,5.5,Contactor 3RT2,0.792,0.47,0.79,0.96,0.99
WO-00696,EQ-0028,Air Compressor,Utilities Block,2022-11-17,"Wrong lubricant grade used during last service, compatibility issue",lubrication,6,Corrosion & Erosion,Low,114.0,11.2,6.9,Coupling insert,0.776,0.81,0.69,0.9,0.71
WO-00697,EQ-0007,Heat Exchanger,Utilities Block,2022-03-08,"Impeller damage suspected, broadband vibration increase 13.0 mm/s",vibration,3,Overheating,Medium,,4.0,4.9,Oil filter + 5L oil,0.84,0.92,0.78,0.72,0.98
WO-00698,EQ-0022,Heat Exchanger,Plant A - Line 2,2023-12-02,"Metal particles found in oil sample, bearing degradation confirmed",bearing_wear,11,Cluster 11,Medium,,3.0,3.2,None - monitoring,0.679,0.76,0.57,0.64,0.79
WO-00699,EQ-0025,Centrifugal Pump,Plant A - Line 1,2022-12-23,"Lip seal deteriorated, grease escaping from gearbox output shaft",seal_leak,2,Mechanical Seal Leak,Medium,,2.5,1.9,Bearing 6205-2RS,0.593,0.43,0.44,0.87,0.68
WO-00700,EQ-0035,Electric Motor,Warehouse C,2023-08-18,Belt tension incorrect causing vibration and premature wear,vibration,0,Bearing Wear & Noise,Medium,68.0,14.8,18.0,Contactor 3RT2,0.753,0.6,0.86,0.58,1.0
WO-00701,EQ-0034,Air Compressor,Plant B - Line 1,2023-03-10,"Bearing temperature elevated to 111°C during operation, vibration increasing. Additionally, compressor discharge temperature 65°c, intercooler bypass suspected",bearing_wear,2,Mechanical Seal Leak,Medium,57.0,13.3,7.5,Capacitor 40µF,0.704,0.68,0.41,0.86,0.98
WO-00702,EQ-0001,Air Compressor,Plant A - Line 1,2023-05-01,Corrosion under insulation (CUI) suspected on horizontal pipe section,corrosion,10,Cluster 10,Low,166.0,13.9,7.3,None - monitoring,0.587,0.33,0.44,0.77,0.9
WO-00703,EQ-0007,Heat Exchanger,Utilities Block,2023-02-16,"Oil viscosity out of specification, degraded due to thermal cycling",lubrication,9,Cluster 9,Low,113.0,1.7,1.8,None - monitoring,0.643,0.7,0.53,0.62,0.77
WO-00704,EQ-0046,Electric Motor,Plant B - Line 3,2022-07-10,"High-pitched squealing noise from bearing assembly, lubrication appears insufficient",bearing_wear,12,Cluster 12,Medium,30.0,2.1,0.9,Bearing 6205-2RS,0.836,0.76,0.9,0.96,0.68
WO-00705,EQ-0012,Conveyor Belt,Warehouse C,2023-12-23,"Gearbox oil temperature 75°C, possible cooler blockage",overheating,2,Mechanical Seal Leak,High,,1.7,2.3,Impeller,0.777,0.97,0.59,0.95,0.6
WO-00706,EQ-0041,Conveyor Belt,Plant A - Line 1,2023-03-09,"Grease nipple blocked, bearing running dry for estimated 10 days",lubrication,2,Mechanical Seal Leak,Low,131.0,14.0,5.5,Oil filter + 5L oil,0.72,0.62,0.72,0.79,0.76
WO-00707,EQ-0014,Cooling Tower,Plant B - Line 1,2022-10-12,"Wrong lubricant grade used during last service, compatibility issue",lubrication,6,Corrosion & Erosion,Low,,8.4,9.6,Coupling insert,0.743,0.38,0.82,0.92,0.86
WO-00708,EQ-0035,Electric Motor,Warehouse C,2022-02-05,"Motor winding resistance out of tolerance, possible turn-to-turn short",electrical_fault,11,Cluster 11,High,54.0,9.7,11.1,Capacitor 40µF,0.732,0.65,0.73,0.72,0.85
WO-00709,EQ-0033,Centrifugal Pump,Warehouse C,2023-03-06,"Oil seepage observed around pump casing seal, minor pooling on floor",seal_leak,9,Cluster 9,Medium,,3.4,0.7,Coupling insert,0.514,0.49,0.5,0.52,0.56
WO-00710,EQ-0042,Electric Motor,Plant A - Line 1,2023-12-08,"Coating failure on tank exterior, rust streaks visible below insulation",corrosion,7,Cluster 7,Low,70.0,2.0,0.6,Coupling insert,0.697,1.0,0.54,0.78,0.45
